lr-SGD,step,train_loss,epoch,val_loss,val_acc,test_loss,test_acc
0.004515908472708802,49,,,,,,
,49,1.7956129312515259,0,,,,
0.006094337346443185,99,,,,,,
,99,1.634910225868225,0,,,,
0.00870017525534593,149,,,,,,
,149,1.6014217138290405,0,,,,
,156,,0,1.541941523551941,0.4487999975681305,,
0.012275101259100904,199,,,,,,
,199,1.2806055545806885,1,,,,
0.01673910537497382,249,,,,,,
,249,1.2179356813430786,1,,,,
0.02199227927147432,299,,,,,,
,299,1.234825611114502,1,,,,
,313,,1,1.5004388093948364,0.5011000037193298,,
0.0279170523045338,349,,,,,,
,349,1.0519806146621704,2,,,,
0.034380822851746165,399,,,,,,
,399,0.92039555311203,2,,,,
0.04123892605310105,449,,,,,,
,449,1.0356475114822388,2,,,,
,470,,2,1.7506425380706787,0.5088000297546387,,
0.048337871537565906,499,,,,,,
,499,0.9334349036216736,3,,,,
0.055518778672353684,549,,,,,,
,549,0.908073902130127,3,,,,
0.06262093245098105,599,,,,,,
,599,0.8251147866249084,3,,,,
,627,,3,0.8875391483306885,0.6990000009536743,,
0.06948538043622075,649,,,,,,
,649,0.736058235168457,4,,,,
0.0759584902552062,699,,,,,,
,699,0.7502283453941345,4,,,,
0.08189538802682489,749,,,,,,
,749,0.9125899076461792,4,,,,
,784,,4,1.0369699001312256,0.6578999757766724,,
0.08716320076637632,799,,,,,,
,799,0.6916677951812744,5,,,,
0.09164403019963155,849,,,,,,
,849,0.6881669759750366,5,,,,
0.09523759142972464,899,,,,,,
,899,0.5257338881492615,5,,,,
,941,,5,0.6992366909980774,0.7656000256538391,,
0.09786345740119423,949,,,,,,
,949,0.564803421497345,6,,,,
0.09946285892809936,999,,,,,,
,999,0.6666266918182373,6,,,,
0.1,1049,,,,,,
,1049,0.6746358871459961,6,,,,
,1098,,6,0.9111560583114624,0.7184000015258789,,
0.09989727004843828,1099,,,,,,
,1099,0.5268271565437317,7,,,,
0.09958950233315954,1149,,,,,,
,1149,0.4172551929950714,7,,,,
0.09907796153772187,1199,,,,,,
,1199,0.4080570936203003,7,,,,
0.09836474969297887,1249,,,,,,
,1249,0.5222193598747253,7,,,,
,1255,,7,0.6686568856239319,0.7800999879837036,,
0.09745279753938403,1299,,,,,,
,1299,0.47076237201690674,8,,,,
0.09634585248394963,1349,,,,,,
,1349,0.4514295160770416,8,,,,
0.09504846320134738,1399,,,,,,
,1399,0.4297303259372711,8,,,,
,1412,,8,0.6417171359062195,0.7925999760627747,,
0.09356596094242865,1449,,,,,,
,1449,0.4160815477371216,9,,,,
0.09190443762697105,1499,,,,,,
,1499,0.5226648449897766,9,,,,
0.09007072081067347,1549,,,,,,
,1549,0.3607378304004669,9,,,,
,1569,,9,1.105259895324707,0.6935999989509583,,
0.08807234562926505,1599,,,,,,
,1599,0.44711628556251526,10,,,,
0.08591752383501637,1649,,,,,,
,1649,0.352303147315979,10,,,,
0.0836151100528878,1699,,,,,,
,1699,0.43229711055755615,10,,,,
,1726,,10,0.49826547503471375,0.8317999839782715,,
0.0811745653949763,1749,,,,,,
,1749,0.42517390847206116,11,,,,
0.07860591858277646,1799,,,,,,
,1799,0.4629380702972412,11,,,,
0.07591972473701261,1849,,,,,,
,1849,0.3114614188671112,11,,,,
,1883,,11,0.5547441244125366,0.8219000101089478,,
0.07312702200438372,1899,,,,,,
,1899,0.3246051073074341,12,,,,
0.07023928619945106,1949,,,,,,
,1949,0.30854514241218567,12,,,,
0.0672683836480545,1999,,,,,,
,1999,0.417337030172348,12,,,,
,2040,,12,0.4536689519882202,0.8526999950408936,,
0.0642265224260343,2049,,,,,,
,2049,0.2126632183790207,13,,,,
0.06112620219362893,2099,,,,,,
,2099,0.24957358837127686,13,,,,
0.057980162831689955,2149,,,,,,
,2149,0.25230151414871216,13,,,,
,2197,,13,0.4887184202671051,0.8335999846458435,,
0.054801332090778906,2199,,,,,,
,2199,0.3194529116153717,14,,,,
0.051602772468267256,2249,,,,,,
,2249,0.26535695791244507,14,,,,
0.048397627531732754,2299,,,,,,
,2299,0.271494597196579,14,,,,
0.0451990679092211,2349,,,,,,
,2349,0.29738596081733704,14,,,,
,2354,,14,0.40073004364967346,0.8718000054359436,,
0.042020237168310055,2399,,,,,,
,2399,0.23637036979198456,15,,,,
0.03887419780637107,2449,,,,,,
,2449,0.3011350929737091,15,,,,
0.035773877573965704,2499,,,,,,
,2499,0.28215181827545166,15,,,,
,2511,,15,0.4142741560935974,0.866100013256073,,
0.03273201635194551,2549,,,,,,
,2549,0.2800387740135193,16,,,,
0.029761113800548935,2599,,,,,,
,2599,0.18901371955871582,16,,,,
0.026873377995616298,2649,,,,,,
,2649,0.19331231713294983,16,,,,
,2668,,16,0.34639066457748413,0.8877999782562256,,
0.024080675262987412,2699,,,,,,
,2699,0.13929356634616852,17,,,,
0.021394481417223554,2749,,,,,,
,2749,0.14236555993556976,17,,,,
0.0188258346050237,2799,,,,,,
,2799,0.1706162393093109,17,,,,
,2825,,17,0.33175307512283325,0.8952000141143799,,
0.016385289947112216,2849,,,,,,
,2849,0.16790959239006042,18,,,,
0.014082876164983646,2899,,,,,,
,2899,0.12572352588176727,18,,,,
0.011928054370734954,2949,,,,,,
,2949,0.13153202831745148,18,,,,
,2982,,18,0.3100700080394745,0.901199996471405,,
0.009929679189326548,2999,,,,,,
,2999,0.11549417674541473,19,,,,
0.008095962373028948,3049,,,,,,
,3049,0.07896912097930908,19,,,,
0.006434439057571355,3099,,,,,,
,3099,0.08682787418365479,19,,,,
,3139,,19,0.2668991684913635,0.91839998960495,,
,3140,,20,,,0.2846318483352661,0.9114000201225281
